,SpeciesID,TableIdx,VertClass,TreeID,IGH_AnnotationLevel,IGH_TotalLength,IGH_TotalGenes,IGH_MinDir,IGH_NumContigs,IGH_LocusFraction,IGK_AnnotationLevel,IGK_TotalLength,IGK_TotalGenes,IGK_MinDir,IGK_NumContigs,IGK_LocusFraction,IGL_AnnotationLevel,IGL_TotalLength,IGL_TotalGenes,IGL_MinDir,IGL_NumContigs,IGL_LocusFraction,IGI_AnnotationLevel,IGI_TotalLength,IGI_TotalGenes,IGI_MinDir,IGI_NumContigs,IGI_LocusFraction,LatinName
109,Australian_herring,560,fish,GCA_042242135.1,0,903576.0,85,0.9529411764705882,1,0.0348155830921236,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,2064942.0,93,0.5263157894736842,3,,arripis_georgiana
110,Pacific_chub_mackerel,558,fish,GCF_027409825.1,0,224784.0,82,1.0,1,0.0856574525001715,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,2963569.0,149,0.9032258064516128,3,,scomber_japonicus
111,Salamanderfish,508,fish,GCA_049190665.1,0,283151.0,16,0.5,1,0.0126966374409624,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1209620.0,7,1.0,1,0.0467853818366246,lepidogalaxias_salamandroides
112,Rankin_cod,627,fish,GCA_048129235.1,0,1134681.0,148,0.9932432432432432,1,0.027770003254042,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,972523.0,180,0.6153846153846154,3,,epinephelus_rankini
113,Yellowfin_sea_bream,621,fish,GCF_904848185.1,0,272004.0,89,1.0,1,0.0107290604952332,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,2510964.0,54,0.7,2,,acanthopagrus_latus
114,Limp_eelpout,624,fish,GCA_949748355.1,0,27524.0,20,1.0,1,0.1155247385121635,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1509773.0,23,0.6521739130434783,1,0.0631907452070758,melanostigma_gelatinosum
115,Giant_grouper,628,fish,GCA_041903045.1,0,1407350.0,313,0.9808306709265175,1,0.0321686801378085,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1078126.0,186,0.6880733944954128,3,,epinephelus_lanceolatus
116,Rock_gunnel,622,fish,GCA_910591455.2,0,52438.0,31,1.0,1,0.1214179864777253,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,68141.0,21,1.0,1,0.3312994097569987,pholis_gunnellus
117,Grey_gurnard,626,fish,GCA_963514095.1,0,3574428.0,136,1.0,1,0.1542431574445789,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,558111.0,65,0.8,1,0.4248959288143955,eutrigla_gurnardus
118,Marbled_rockcod,625,fish,GCA_949606895.1,0,2999942.0,253,1.0,1,0.0358774355270016,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,824456.0,103,0.9074074074074074,3,,notothenia_rossii_
119,Blackbelly_eelpout,623,fish,GCA_028022725.1,0,2957663.0,60,1.0,1,0.1159230720841093,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1242389.0,78,0.5128205128205128,3,,lycodopsis_pacificus
120,Channel_bull_blenny,620,fish,GCF_900634415.1,0,139304.0,34,1.0,1,0.0059448964465478,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,135663.0,11,1.0,1,0.9434472686811084,cottoperca_gobio
121,Sea_stickleback,669,fish,GCA_048126635.1,0,4718622.0,6,0.5,1,0.2318300040454251,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,21765.0,7,0.5714285714285714,1,0.0013498745109766,spinachia_spinachia
122,Three_spined_stickleback,671,fish,GCA_964276395.1,2,19824826.0,56,0.5806451612903226,2,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,884591.0,27,0.7407407407407407,1,0.04731251130209,gasterosteus_aculeatus
123,Ninespine_stickleback,670,fish,GCF_949316345.1,0,5524232.0,46,0.9130434782608696,1,0.2731603173075712,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,67043.0,20,1.0,1,0.3138349912229374,pungitius_pungitius
124,Lantern_fish,531,fish,GCA_963921795.1,0,1285684.0,39,1.0,1,0.0167649672943448,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,51722.0,14,1.0,1,0.2578699133486893,nannobrachium_achirus
125,Minispotted_lanternfish,530,fish,GCA_963454915.1,0,801884.0,43,1.0,1,0.6455057206359069,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,550205.0,10,0.7,1,0.0108974980585916,gymnoscopelus_microlampas
126,Parallel_lanternfish,528,fish,GCA_964188405.1,0,6864.0,5,1.0,1,0.000130757312675,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1098027.0,4,0.5,1,0.0285191158699318,protomyctophum_parallelum_
127,Antarctic_lanternfish,525,fish,GCA_951216825.1,0,53597.0,20,1.0,1,0.0010577700072063,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,525046.0,6,0.5,1,0.0103621081628386,electrona_antarctica
128,Brauers_lanternfish,529,fish,GCA_963280865.1,0,707571.0,46,1.0,1,0.0130068026380568,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,17314.0,6,1.0,1,0.0360453762863311,gymnoscopelus_braueri
129,Milkfish,481,fish,GCF_902362185.1,0,1930618.0,91,0.8461538461538461,1,0.0399352965694564,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,3769380.0,95,0.7464788732394366,2,,chanos_chanos
130,Blue_whiting,539,fish,GCA_964030765.1,0,1059130.0,23,0.5217391304347826,1,0.0348042038843556,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1275512.0,26,0.8461538461538461,1,0.7711335768532727,micromesistius_poutassou
131,Atlantic_cod,537,fish,GCF_902167405.1,0,706620.0,35,1.0,1,0.0245928212642185,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,2290764.0,44,0.7727272727272727,1,0.0905425070708303,gadus_morhua
132,European_pollock,538,fish,GCA_949987615.1,0,398814.0,36,1.0,1,0.0162664179313573,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,2150658.0,45,0.7777777777777778,1,0.0934589738728243,pollachius_pollachius
133,Indo_pacific_tarpon,468,fish,GCF_013368585.1,2,795083.0,147,0.5677966101694916,2,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1043396.0,79,0.9772727272727272,3,,megalops_cyprinoides
134,Ocellated_dragonet,672,fish,GCA_044231665.1,0,7743925.0,11,0.7272727272727273,1,0.2471197142905921,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,107715.0,15,0.6,1,0.0046814792613924,neosynchiropus_ocellatus
135,Picturesque_dragonet,673,fish,GCA_044231675.1,0,165716.0,12,1.0,1,0.0107193856864931,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,64403.0,15,0.6,1,0.0027387541213884,synchiropus_picturatus
136,Lesser_weever,662,fish,GCA_963691815.1,0,47165.0,29,1.0,1,0.0851089553423846,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1422683.0,25,0.88,1,0.0466296415394034,echiichthys_vipera
137,Pejerrey,593,fish,GCA_027942865.1,0,3543265.0,101,1.0,1,0.1362998785433105,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1336585.0,85,0.7307692307692307,2,,odontesthes_bonariensis
138,Telmatherina_bonti,592,fish,GCA_933228915.1,0,298755.0,76,1.0,1,0.2963683457119814,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,135318.0,23,1.0,1,0.0034001539288414,telmatherina_bonti
139,Atlantic_silverside,594,fish,GCA_048628825.1,0,98378.0,46,1.0,1,0.0047501726789022,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1228247.0,24,0.5833333333333334,1,0.0578937311246887,menidia_menidia
140,Flavescent_peacock_cichlid,585,fish,GCA_965226115.1,0,781448.0,144,1.0,1,0.5935208877810108,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1117547.0,120,0.7727272727272727,3,,aulonocara_stuartgranti
141,Flier_cichlid,582,fish,GCF_007364275.1,2,188785.0,46,0.9583333333333334,2,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,173957.0,18,0.8888888888888888,1,0.3287305972659482,archocentrus_centrarchus
142,Chilingali_cichlid,584,fish,GCA_963969265.1,2,858910.0,145,1.0,2,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1164926.0,157,0.8333333333333334,3,,rhamphochromis_chilingali
143,Eastern_happy,581,fish,GCA_964374335.1,0,1958973.0,140,1.0,1,0.0527920223282893,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,2749115.0,144,0.8333333333333334,3,,astatotilapia_calliptera
144,Chinese_sea_bass,659,fish,GCA_031216445.1,0,2274485.0,92,1.0,1,0.0915986766692777,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,1676853.0,106,0.775,2,,lateolabrax_maculatus
145,Lumpfish,663,fish,GCF_009769545.1,0,6957726.0,12,0.9166666666666666,1,0.3165413758572792,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,2747005.0,16,0.5625,1,0.1197078558409761,cyclopterus_lumpus
146,Sterlet,463,fish,GCF_902713425.1,0,1685988.0,40,0.9,1,0.200348199568666,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,2,5393636.0,105,0.6923076923076923,3,,acipenser_ruthenus
147,Common_whitefish,515,fish,GCA_964263955.1,2,1143170.0,66,0.979591836734694,2,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,979794.0,70,1.0,1,0.0181212713309318,coregonus_lavaretus
148,Artic_char,514,fish,GCA_036784965.1,0,1434116.0,22,0.9090909090909092,1,0.7005279912543664,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1764534.0,33,1.0,1,0.68211791502084,salvelinus_alpinus
149,Brown_trout,513,fish,GCA_901001165.2,2,2372145.0,58,0.8717948717948718,2,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,318747.0,22,1.0,1,0.0125080120702766,salmo_trutta
150,Broad_nosed_pipefish,552,fish,GCA_048301445.1,2,19595911.0,52,0.5882352941176471,3,,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,2857665.0,2,0.5,1,0.1040081233388325,syngnathus_typhle
151,Greater_pipefish,551,fish,GCF_901709675.1,0,8734578.0,25,0.6,1,0.3070787047522187,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1367399.0,3,0.6666666666666666,1,0.0741206527262211,syngnathus_acus
152,West atlantic_trumpetfish,553,fish,GCA_048301465.1,0,150500.0,25,0.6,1,0.0057929892051398,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,4890545.0,26,0.5769230769230769,1,0.9479071611929324,aulostomus_maculatus
153,Basking_shark,681,sharks,GCA_964194155.1,0,12887636.0,23,0.6956521739130435,1,0.1977721643898838,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1205730.0,15,0.6666666666666666,1,0.0113991856833118,cetorhinus_maximus
154,Spotted_ratfish,674,sharks,GCA_035084275.1,0,151724.0,6,1.0,1,0.8648593187103835,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1009123.0,20,0.75,1,0.0762664814526504,hydrolagus_colliei
155,Epaulette_shark,677,sharks,GCF_020745735.1,0,835345.0,5,0.8,1,0.0083790911921193,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,4822377.0,11,0.5454545454545454,1,0.0414053718574564,hemiscyllium_ocellatum
156,Zebra_shark,678,sharks,GCF_030684315.1,0,1383098.0,12,0.6666666666666666,1,0.0842619668188554,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,201685.0,4,0.5,1,0.0019378915580347,stegostoma_tigrinum
157,Blonde_ray,693,sharks,GCA_963514005.1,0,1188522.0,10,0.7,1,0.939113985862586,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,193206.0,5,0.8,1,0.0048275610996713,raja_brachyura
158,Thorny_skate,692,sharks,GCF_010909765.2,0,685630.0,3,1.0,1,0.0097814725473855,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,279012.0,13,1.0,1,0.9364295711068524,amblyraja_radiata
159,Lesser_electric_ray,691,sharks,GCF_036971445.1,0,424527.0,4,0.75,1,0.001639781262534,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1480563.0,3,0.6666666666666666,1,0.0039412558465173,narcine_bancroftii
160,Smalltooth_sawfish,694,sharks,GCF_009764475.1,0,730521.0,7,0.5714285714285714,1,0.0126401357987392,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,1613999.0,4,0.75,1,0.035818641097615,pristis_pectinata
161,Atlantic_stingray,695,sharks,GCF_030144855.1,0,3521591.0,16,0.6875,1,0.0724135827961865,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,401087.0,10,1.0,1,0.0023883104734661,hypanus_sabinus
162,Atlantic_manta_ray,697,sharks,GCF_030028105.1,0,5820908.0,12,0.75,1,0.0391528557566143,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,791961.0,3,0.6666666666666666,1,0.003158485609282,mobula_birostris
163,Budgerigar,242,birds,GCF_012275295.1,0,107791.0,11,0.6363636363636364,1,0.1756205887528268,3,0.0,0,0.0,0,0.0,0,24632.0,15,1.0,1,0.0010660678589932,3,0.0,0,0.0,0,0.0,melopsittacus_undulatus
164,Golden_Parakeet,247,birds,GCA_045345405.1,0,59537.0,8,0.75,1,0.1056191734892096,3,0.0,0,0.0,0,0.0,0,19039.0,11,1.0,1,0.0010268040125121,3,0.0,0,0.0,0,0.0,guaruba_guaruba
165,Mauritius_Parakeet,248,birds,GCA_963264785.1,0,2183126.0,13,0.7692307692307693,1,0.2762340451780449,3,0.0,0,0.0,0,0.0,0,15859.0,9,1.0,1,0.0010231736344173,3,0.0,0,0.0,0,0.0,psittacula_echo
166,Swift_Parrot,246,birds,GCF_037157495.1,0,7474.0,6,0.5,1,0.174581299198804,3,0.0,0,0.0,0,0.0,0,16556.0,7,1.0,1,0.0010641811262502,3,0.0,0,0.0,0,0.0,lathamus_discolor
167,YellowCrowned_Amazon,245,birds,GCA_039720435.1,0,17138.0,12,0.5,1,0.0786348786844326,3,0.0,0,0.0,0,0.0,0,22868.0,12,1.0,1,0.0014509610935835,3,0.0,0,0.0,0,0.0,amazona_ochrocephala_
168,BlueAndGold_Macaw,243,birds,GCA_028858755.1,0,72505.0,10,0.6,1,0.176446395631245,3,0.0,0,0.0,0,0.0,0,17289.0,8,1.0,1,0.0010836956673673,3,0.0,0,0.0,0,0.0,ara_ararauna
169,Kakapo,241,birds,GCF_004027225.2,0,240942.0,19,0.6842105263157895,1,0.6906255822285919,3,0.0,0,0.0,0,0.0,0,22577.0,8,1.0,1,0.0005761333254735,3,0.0,0,0.0,0,0.0,strigops_habroptilus
170,Plumbeous_Ibis,276,birds,GCA_020745775.1,0,29442.0,23,0.6521739130434783,1,0.8202028081123245,3,0.0,0,0.0,0,0.0,0,20553.0,16,1.0,1,0.001215519402565,3,0.0,0,0.0,0,0.0,theristicus_caerulescens
171,Eurasian_Spoonbill,277,birds,GCA_965183815.1,0,74607.0,74,0.581081081081081,1,0.617055943361895,3,0.0,0,0.0,0,0.0,0,40948.0,23,1.0,1,0.0022859116820148,3,0.0,0,0.0,0,0.0,platalea_leucorodia
172,Tourmaline_Sunangel,306,birds,GCF_036169615.1,0,252842.0,2,1.0,1,0.5603531766171194,3,0.0,0,0.0,0,0.0,0,10531.0,10,0.8,1,0.0007506765248531,3,0.0,0,0.0,0,0.0,heliangelus_exortis
173,Annas_Hummingbird,304,birds,GCF_003957555.1,0,43802.0,14,0.7857142857142857,1,0.5969364114584753,3,0.0,0,0.0,0,0.0,0,8876.0,7,0.8571428571428571,1,0.0024608389475727,3,0.0,0,0.0,0,0.0,calypte_anna
174,Gyrfalcon,250,birds,GCF_015220075.1,0,41617.0,19,0.5789473684210527,1,0.5762531154804763,3,0.0,0,0.0,0,0.0,0,31320.0,19,1.0,1,0.2471376379891266,3,0.0,0,0.0,0,0.0,falco_rusticolus
175,Mauritius_Kestrel,254,birds,GCA_963210335.1,0,20553.0,16,0.6875,1,0.1648803889165209,3,0.0,0,0.0,0,0.0,0,44559.0,28,1.0,1,0.0003489229487231,3,0.0,0,0.0,0,0.0,falco_punctatus
176,Lesser_Kestrel,253,birds,GCF_017639655.2,0,21409.0,9,0.5555555555555556,1,0.1847594390507012,3,0.0,0,0.0,0,0.0,0,52979.0,39,1.0,1,0.0004712764984616,3,0.0,0,0.0,0,0.0,falco_naumanni
177,Peregrine_Falcon,249,birds,GCF_023634155.1,0,64934.0,8,0.625,1,0.3801734181884181,3,0.0,0,0.0,0,0.0,0,38551.0,18,1.0,1,0.0003027452755626,3,0.0,0,0.0,0,0.0,falco_peregrinus
178,Lanner_Falcon,251,birds,GCF_023638135.1,0,14641.0,7,0.5714285714285714,1,0.2640158687223875,3,0.0,0,0.0,0,0.0,0,35139.0,20,1.0,1,0.0002758927319259,3,0.0,0,0.0,0,0.0,falco_biarmicus
179,Saker_Falcon,252,birds,GCF_023634085.1,0,55512.0,13,0.5384615384615384,1,0.5145431288582393,3,0.0,0,0.0,0,0.0,0,52620.0,29,1.0,1,0.0290734294712415,3,0.0,0,0.0,0,0.0,falco_cherrug
180,Takahe,301,birds,GCA_020800305.1,0,817041.0,55,0.7090909090909091,1,0.5797980672475236,3,0.0,0,0.0,0,0.0,0,97491.0,41,1.0,1,0.0058542703368503,3,0.0,0,0.0,0,0.0,porphyrio_hochstetteri
181,Eurasian_Crane,300,birds,GCA_964106855.1,0,72714.0,42,0.5238095238095238,1,0.3458487119972603,3,0.0,0,0.0,0,0.0,0,22851.0,19,1.0,1,0.0011791310674539,3,0.0,0,0.0,0,0.0,grus_grus
182,Common_Moorhen,302,birds,GCA_964237585.1,2,2401536.0,541,0.5354166666666667,2,,3,0.0,0,0.0,0,0.0,0,59829.0,20,1.0,1,0.0035584866656523,3,0.0,0,0.0,0,0.0,gallinula_chloropus
183,Whooping_Crane,299,birds,GCF_028858705.1,0,83322.0,26,0.5769230769230769,1,0.1538316680328776,3,0.0,0,0.0,0,0.0,0,25072.0,15,1.0,1,0.0014942219583521,3,0.0,0,0.0,0,0.0,grus_americana
184,Grey_CrownedCrane,298,birds,GCA_011004875.1,0,76499.0,16,0.5625,1,0.1878963682718712,3,0.0,0,0.0,0,0.0,0,33945.0,24,1.0,1,0.0088896349658451,3,0.0,0,0.0,0,0.0,balearica_regulorum_gibbericeps
185,Eurasian_CollaredDove,320,birds,GCA_964273445.1,0,12384.0,7,0.7142857142857143,1,0.1913591692935286,3,0.0,0,0.0,0,0.0,0,24062.0,16,1.0,1,0.0016276950878337,3,0.0,0,0.0,0,0.0,streptopelia_decaocto
186,Rock_Dove,324,birds,GCF_036013475.1,0,10490.0,5,1.0,1,0.1426667392013926,3,0.0,0,0.0,0,0.0,0,19708.0,15,1.0,1,0.0013607687362899,3,0.0,0,0.0,0,0.0,columba_livia
187,Pink_Pigeon,321,birds,GCA_963082525.1,0,14146.0,9,0.8888888888888888,1,0.026730156930548,3,0.0,0,0.0,0,0.0,0,20189.0,12,1.0,1,0.0014020293696298,3,0.0,0,0.0,0,0.0,nesoenas_mayeri
188,BandTailed_Pigeon,323,birds,GCA_036971685.2,0,849645.0,8,0.75,1,0.21865910596427,3,0.0,0,0.0,0,0.0,0,18233.0,16,1.0,1,0.0011521829357871,3,0.0,0,0.0,0,0.0,patagioenas_fasciata
189,Nicobar_Pigeon,322,birds,GCF_036013445.1,0,44147.0,7,0.5714285714285714,1,0.0157848875978845,3,0.0,0,0.0,0,0.0,0,21789.0,15,1.0,1,0.0014546251291047,3,0.0,0,0.0,0,0.0,caloenas_nicobarica
190,Tawny_Owl,263,birds,GCA_031877795.1,0,47104.0,42,0.5476190476190477,1,0.7674160964483545,3,0.0,0,0.0,0,0.0,0,31932.0,16,1.0,1,0.0018773641224498,3,0.0,0,0.0,0,0.0,strix_aluco
191,Little_Owl,265,birds,GCA_965140245.1,0,546641.0,17,0.7058823529411765,1,0.7539397500296525,3,0.0,0,0.0,0,0.0,0,40970.0,17,1.0,1,0.0023580217112964,3,0.0,0,0.0,0,0.0,athene_noctua
192,European_Golden_Eagle,266,birds,GCF_900496995.4,0,33355.0,20,0.5,1,0.1607609334785668,3,0.0,0,0.0,0,0.0,0,35143.0,25,1.0,1,0.0007767876925601,3,0.0,0,0.0,0,0.0,aquila_chrysaetos
193,Harpy_Eagle,268,birds,GCF_026419915.1,0,47781.0,28,0.5714285714285714,1,0.2687224421848285,3,0.0,0,0.0,0,0.0,0,66677.0,35,1.0,1,0.0014026151788091,3,0.0,0,0.0,0,0.0,harpia_harpyja
194,WhiteTailed_Eagle,267,birds,GCF_947461875.1,0,749954.0,42,0.5476190476190477,1,0.1033556397672396,3,0.0,0,0.0,0,0.0,0,36264.0,22,1.0,1,0.0008167826951261,3,0.0,0,0.0,0,0.0,haliaeetus_albicilla
195,Common_Buzzard,272,birds,GCA_964188355.1,0,57045.0,34,0.5294117647058824,1,0.1982615404933861,3,0.0,0,0.0,0,0.0,0,38961.0,28,1.0,1,0.0008744275491293,3,0.0,0,0.0,0,0.0,buteo_buteo
196,Bearded_Vulture,271,birds,GCA_028022735.1,0,32802.0,25,0.64,1,0.1758942982620772,3,0.0,0,0.0,0,0.0,0,68356.0,40,1.0,1,0.0013097584728042,3,0.0,0,0.0,0,0.0,gypaetus_barbatus
197,Northern_Goshawk,270,birds,GCF_929443795.1,0,43097.0,36,0.5555555555555556,1,0.8547600158667196,3,0.0,0,0.0,0,0.0,0,44829.0,26,1.0,1,0.0200695892604037,3,0.0,0,0.0,0,0.0,accipiter_gentilis
198,Crested_Eagle,269,birds,GCA_045345515.1,0,83606.0,31,0.6129032258064516,1,0.0669114039742201,3,0.0,0,0.0,0,0.0,0,67849.0,36,1.0,1,0.0014717577988477,3,0.0,0,0.0,0,0.0,morphnus_guianensis
199,PinkFooted_Goose,340,birds,GCA_964034855.1,0,92169.0,37,0.5135135135135135,1,0.2651582278481013,3,0.0,0,0.0,0,0.0,0,32469.0,28,0.9285714285714286,1,0.0019743125933525,3,0.0,0,0.0,0,0.0,anser_brachyrhynchus
200,RedCrested_Pochard,334,birds,GCA_964035555.1,0,50606.0,30,0.6333333333333333,1,0.0922040346325394,3,0.0,0,0.0,0,0.0,0,81239.0,32,0.9375,1,0.0389840789058219,3,0.0,0,0.0,0,0.0,netta_rufina
201,Greater_Scaup,333,birds,GCA_965140915.1,0,89315.0,25,0.88,1,0.0241290028371806,3,0.0,0,0.0,0,0.0,2,16706779.0,128,0.6470588235294118,2,,3,0.0,0,0.0,0,0.0,aythya_marila
202,Swan_Goose,339,birds,GCF_040182565.1,0,106488.0,18,0.5555555555555556,1,0.0061388505047395,3,0.0,0,0.0,0,0.0,0,29562.0,23,0.9130434782608696,1,0.0018254993770812,3,0.0,0,0.0,0,0.0,anser_cygnoides
203,Mute_Swan,336,birds,GCF_009769625.2,0,27804.0,23,0.6086956521739131,1,0.5006572431799766,3,0.0,0,0.0,0,0.0,0,36290.0,25,0.92,1,0.044013486634648,3,0.0,0,0.0,0,0.0,cygnus_olor
204,Northern_Pintail,337,birds,GCF_963932015.1,0,81145.0,90,0.5222222222222223,1,0.1411651934595519,3,0.0,0,0.0,0,0.0,0,99578.0,57,0.9649122807017544,1,0.4424155181759212,3,0.0,0,0.0,0,0.0,anas_acuta
205,Brazilian_Merganser,345,birds,GCA_036873955.1,0,231926.0,25,0.56,1,0.4201839616061222,3,0.0,0,0.0,0,0.0,0,72842.0,24,0.875,1,0.0040350244241343,3,0.0,0,0.0,0,0.0,mergus_octosetaceus
206,Canada_Goose,338,birds,GCA_965231335.1,0,40160.0,42,0.5476190476190477,1,0.2967977474115187,3,0.0,0,0.0,0,0.0,0,29601.0,26,0.9230769230769232,1,0.0043546770520244,3,0.0,0,0.0,0,0.0,branta_canadensis
207,Tundra_Swan,344,birds,GCA_965151615.1,0,476799.0,29,0.5517241379310345,1,0.2034085508560838,3,0.0,0,0.0,0,0.0,0,32845.0,24,0.9166666666666666,1,0.0018890510211717,3,0.0,0,0.0,0,0.0,cygnus_columbianus
208,Mallard,335,birds,GCA_964188345.1,0,130829.0,45,0.5333333333333333,1,0.1082135569471682,3,0.0,0,0.0,0,0.0,2,11229393.0,89,0.5106382978723404,2,,3,0.0,0,0.0,0,0.0,anas_platyrhynchos
209,Domestic_Goose,341,birds,GCA_964211835.1,0,599626.0,29,0.5172413793103449,1,0.763465749936338,3,0.0,0,0.0,0,0.0,0,34538.0,28,0.9285714285714286,1,0.0019319120968249,3,0.0,0,0.0,0,0.0,anser_anser
210,LongTailed_Duck,343,birds,GCA_963989345.1,0,34145.0,37,0.6216216216216216,1,0.1696856752391601,3,0.0,0,0.0,0,0.0,0,68381.0,32,0.9375,1,0.0040168852394785,3,0.0,0,0.0,0,0.0,clangula_hyemalis
211,Common_Pochard,332,birds,GCA_964211825.1,0,72069.0,24,0.7083333333333334,1,0.0996318533274902,3,0.0,0,0.0,0,0.0,2,7318864.0,70,0.6585365853658537,2,,3,0.0,0,0.0,0,0.0,aythya_ferina
212,Common_Goldeneye,342,birds,GCA_964059595.1,0,82224.0,84,0.6428571428571429,1,0.4622727962714132,3,0.0,0,0.0,0,0.0,0,83814.0,41,0.975609756097561,1,0.4386881333221673,3,0.0,0,0.0,0,0.0,bucephala_clangula
213,Tufted_Duck,331,birds,GCF_009819795.1,0,35071.0,27,0.7777777777777778,1,0.118969839444484,3,0.0,0,0.0,0,0.0,0,77036.0,22,0.9090909090909092,1,0.0123878976948373,3,0.0,0,0.0,0,0.0,aythya_fuligula
214,Hoatzin,303,birds,GCA_030867145.1,0,45014.0,28,0.5,1,0.3275722799944693,3,0.0,0,0.0,0,0.0,0,225096.0,25,1.0,1,0.0082222331967588,3,0.0,0,0.0,0,0.0,opisthocomus_hoazin
215,American_Flamingo,325,birds,GCA_009819775.1,0,35537.0,33,0.6060606060606061,1,0.3204707367661646,3,0.0,0,0.0,0,0.0,0,64077.0,42,1.0,1,0.0307593124722178,3,0.0,0,0.0,0,0.0,phoenicopterus_ruber
216,Tawny_Frogmouth,311,birds,GCA_028020825.1,0,7201.0,8,0.625,1,0.0625336505896451,3,0.0,0,0.0,0,0.0,0,15944.0,11,1.0,1,0.000973712926662,3,0.0,0,0.0,0,0.0,podargus_strigoides
217,Speckled_Mousebird,262,birds,GCF_028858725.1,0,107926.0,23,0.7391304347826086,1,0.3512495809778594,3,0.0,0,0.0,0,0.0,0,17606.0,10,1.0,1,0.0009932908579159,3,0.0,0,0.0,0,0.0,colius_striatus
218,Dalmatian_Pelican,274,birds,GCA_030463565.1,0,389712.0,3,0.6666666666666666,1,0.8402569205327285,3,0.0,0,0.0,0,0.0,0,61043.0,32,0.78125,1,0.0015512281646904,3,0.0,0,0.0,0,0.0,pelecanus_crispus
